0 0 0,0 1,0 2,0 3,0 4,0 5,0 6,0 7,0
348 0 -7,-3 -7,-2 -6,-2 -5,-2 -5,-1 -6,-1 -6,0 -7,0
349 0 -7,-2 -6,-2 -5,-2 -5,-1 -6,-1 -6,0 -7,0 -7,-1
350 0 -6,-2 -5,-2 -5,-1 -6,-1 -6,0 -7,0 -7,-1 -7,-2
351 0 -6,-2 -5,-2 -5,-1 -6,-1 -6,0 -7,0 -7,-1 -7,-2
352 0 -5,-2 -5,-1 -6,-1 -6,0 -7,0 -7,-1 -7,-2 -6,-2
353 0 -6,-2 -5,-2 -5,-1 -6,-1 -6,0 -7,0 -7,-1 -7,-2
354 0 -5,-2 -5,-1 -6,-1 -6,0 -7,0 -7,-1 -7,-2 -6,-2
355 0 -5,-3 -5,-2 -5,-1 -6,-1 -6,0 -7,0 -7,-1 -7,-2
356 0 -5,-3 -5,-2 -5,-1 -6,-1 -6,0 -7,0 -7,-1 -7,-2
357 0 -5,-2 -5,-1 -6,-1 -6,0 -7,0 -7,-1 -7,-2 -8,-2
358 0 -5,-1 -6,-1 -6,0 -7,0 -7,-1 -7,-2 -8,-2 -8,-3
359 0 -5,-2 -5,-1 -6,-1 -6,0 -7,0 -7,-1 -7,-2 -8,-2
360 0 -6,-2 -5,-2 -5,-1 -6,-1 -6,0 -7,0 -7,-1 -7,-2
361 0 -5,-2 -5,-1 -6,-1 -6,0 -7,0 -7,-1 -7,-2 -6,-2
362 0 -5,-2 -5,-1 -6,-1 -6,0 -7,0 -7,-1 -7,-2 -6,-2
363 0 -5,-3 -5,-2 -5,-1 -6,-1 -6,0 -7,0 -7,-1 -7,-2
364 0 -5,-2 -5,-1 -6,-1 -6,0 -7,0 -7,-1 -7,-2 -6,-2
365 0 -5,-1 -6,-1 -6,0 -7,0 -7,-1 -7,-2 -6,-2 -6,-3
366 0 -4,-1 -5,-1 -6,-1 -6,0 -7,0 -7,-1 -7,-2 -6,-2
367 0 -5,-1 -6,-1 -6,0 -7,0 -7,-1 -7,-2 -6,-2 -5,-2
368 0 -6,-1 -6,0 -7,0 -7,-1 -7,-2 -6,-2 -5,-2 -5,-1
369 0 -6,0 -7,0 -7,-1 -7,-2 -6,-2 -5,-2 -5,-1 -4,-1
370 0 -6,-1 -6,0 -7,0 -7,-1 -7,-2 -6,-2 -5,-2 -5,-1
371 0 -6,-1 -6,0 -7,0 -7,-1 -7,-2 -6,-2 -5,-2 -5,-1
372 0 -6,0 -7,0 -7,-1 -7,-2 -6,-2 -5,-2 -5,-1 -5,0
373 0 -5,0 -6,0 -7,0 -7,-1 -7,-2 -6,-2 -5,-2 -5,-1
374 0 -5,-1 -5,0 -6,0 -7,0 -7,-1 -7,-2 -6,-2 -5,-2
375 0 -5,-1 -5,0 -6,0 -7,0 -7,-1 -7,-2 -6,-2 -5,-2
376 0 -5,0 -6,0 -7,0 -7,-1 -7,-2 -6,-2 -5,-2 -5,-3
377 0 -6,0 -7,0 -7,-1 -7,-2 -6,-2 -5,-2 -5,-3 -5,-4
378 0 -6,0 -7,0 -7,-1 -7,-2 -6,-2 -5,-2 -5,-3 -5,-4
379 0 -5,0 -6,0 -7,0 -7,-1 -7,-2 -6,-2 -5,-2 -5,-3
380 0 -4,0 -5,0 -6,0 -7,0 -7,-1 -7,-2 -6,-2 -5,-2
381 0 -3,0 -4,0 -5,0 -6,0 -7,0 -7,-1 -7,-2 -6,-2
382 0 -4,0 -5,0 -6,0 -7,0 -7,-1 -7,-2 -6,-2 -5,-2
383 0 -3,0 -4,0 -5,0 -6,0 -7,0 -7,-1 -7,-2 -6,-2
384 0 -3,-1 -3,0 -4,0 -5,0 -6,0 -7,0 -7,-1 -7,-2
385 0 -3,-2 -3,-1 -3,0 -4,0 -5,0 -6,0 -7,0 -7,-1
386 0 -3,-1 -3,0 -4,0 -5,0 -6,0 -7,0 -7,-1 -7,-2
387 0 -4,-1 -3,-1 -3,0 -4,0 -5,0 -6,0 -7,0 -7,-1
388 0 -4,-1 -3,-1 -3,0 -4,0 -5,0 -6,0 -7,0 -7,-1
389 0 -4,-1 -3,-1 -3,0 -4,0 -5,0 -6,0 -7,0 -7,-1
390 0 -3,-1 -3,0 -4,0 -5,0 -6,0 -7,0 -7,-1 -7,-2
391 0 -3,-1 -3,0 -4,0 -5,0 -6,0 -7,0 -7,-1 -7,-2
392 0 -3,0 -4,0 -5,0 -6,0 -7,0 -7,-1 -7,-2 -6,-2
393 0 -3,-1 -3,0 -4,0 -5,0 -6,0 -7,0 -7,-1 -7,-2
394 0 -3,-1 -3,0 -4,0 -5,0 -6,0 -7,0 -7,-1 -7,-2
395 0 -2,-1 -3,-1 -3,0 -4,0 -5,0 -6,0 -7,0 -7,-1
396 0 -1,-1 -2,-1 -3,-1 -3,0 -4,0 -5,0 -6,0 -7,0
397 0 -1,0 -1,-1 -2,-1 -3,-1 -3,0 -4,0 -5,0 -6,0
398 0 -1,0 -1,-1 -2,-1 -3,-1 -3,0 -4,0 -5,0 -6,0
399 0 -1,0 -1,-1 -2,-1 -3,-1 -3,0 -4,0 -5,0 -6,0
400 0 -1,1 -1,0 -1,-1 -2,-1 -3,-1 -3,0 -4,0 -5,0
401 0 -1,1 -1,0 -1,-1 -2,-1 -3,-1 -3,0 -4,0 -5,0
402 0 -1,0 -1,-1 -2,-1 -3,-1 -3,0 -4,0 -5,0 -6,0
403 0 0,0 -1,0 -1,-1 -2,-1 -3,-1 -3,0 -4,0 -5,0
404 0 0,0 -1,0 -1,-1 -2,-1 -3,-1 -3,0 -4,0 -5,0
405 0 -1,0 -1,-1 -2,-1 -3,-1 -3,0 -4,0 -5,0 -5,1
406 0 -1,1 -1,0 -1,-1 -2,-1 -3,-1 -3,0 -4,0 -5,0
407 0 -1,0 -1,-1 -2,-1 -3,-1 -3,0 -4,0 -5,0 -6,0
408 0 0,0 -1,0 -1,-1 -2,-1 -3,-1 -3,0 -4,0 -5,0
409 0 0,1 0,0 -1,0 -1,-1 -2,-1 -3,-1 -3,0 -4,0
410 0 0,1 0,0 -1,0 -1,-1 -2,-1 -3,-1 -3,0 -4,0
411 0 1,1 0,1 0,0 -1,0 -1,-1 -2,-1 -3,-1 -3,0
412 0 2,1 1,1 0,1 0,0 -1,0 -1,-1 -2,-1 -3,-1
413 0 1,1 0,1 0,0 -1,0 -1,-1 -2,-1 -3,-1 -3,-2
414 0 0,1 0,0 -1,0 -1,-1 -2,-1 -3,-1 -3,-2 -3,-3
415 0 0,0 -1,0 -1,-1 -2,-1 -3,-1 -3,-2 -3,-3 -3,-4
416 0 0,0 -1,0 -1,-1 -2,-1 -3,-1 -3,-2 -3,-3 -3,-4
417 0 0,0 -1,0 -1,-1 -2,-1 -3,-1 -3,-2 -3,-3 -3,-4
418 0 1,0 0,0 -1,0 -1,-1 -2,-1 -3,-1 -3,-2 -3,-3
419 0 0,0 -1,0 -1,-1 -2,-1 -3,-1 -3,-2 -3,-3 -4,-3
420 0 0,-1 0,0 -1,0 -1,-1 -2,-1 -3,-1 -3,-2 -3,-3
421 0 0,0 -1,0 -1,-1 -2,-1 -3,-1 -3,-2 -3,-3 -2,-3
422 0 -1,0 -1,-1 -2,-1 -3,-1 -3,-2 -3,-3 -2,-3 -2,-4
423 0 -1,-1 -2,-1 -3,-1 -3,-2 -3,-3 -2,-3 -2,-4 -1,-4
424 0 -1,-2 -1,-1 -2,-1 -3,-1 -3,-2 -3,-3 -2,-3 -2,-4
425 0 -2,-2 -1,-2 -1,-1 -2,-1 -3,-1 -3,-2 -3,-3 -2,-3
426 0 -2,-3 -2,-2 -1,-2 -1,-1 -2,-1 -3,-1 -3,-2 -3,-3
427 0 -3,-3 -2,-3 -2,-2 -1,-2 -1,-1 -2,-1 -3,-1 -3,-2
428 0 -4,-3 -3,-3 -2,-3 -2,-2 -1,-2 -1,-1 -2,-1 -3,-1
429 0 -4,-4 -4,-3 -3,-3 -2,-3 -2,-2 -1,-2 -1,-1 -2,-1
430 0 -4,-3 -3,-3 -2,-3 -2,-2 -1,-2 -1,-1 -2,-1 -3,-1
431 0 -4,-4 -4,-3 -3,-3 -2,-3 -2,-2 -1,-2 -1,-1 -2,-1
432 0 -4,-4 -4,-3 -3,-3 -2,-3 -2,-2 -1,-2 -1,-1 -2,-1
433 0 -5,-4 -4,-4 -4,-3 -3,-3 -2,-3 -2,-2 -1,-2 -1,-1
434 0 -5,-3 -5,-4 -4,-4 -4,-3 -3,-3 -2,-3 -2,-2 -1,-2
435 0 -5,-4 -4,-4 -4,-3 -3,-3 -2,-3 -2,-2 -1,-2 0,-2
436 0 -5,-4 -4,-4 -4,-3 -3,-3 -2,-3 -2,-2 -1,-2 0,-2
437 0 -4,-4 -4,-3 -3,-3 -2,-3 -2,-2 -1,-2 0,-2 0,-3
438 0 -4,-3 -3,-3 -2,-3 -2,-2 -1,-2 0,-2 0,-3 1,-3
439 0 -4,-3 -3,-3 -2,-3 -2,-2 -1,-2 0,-2 0,-3 1,-3
440 0 -3,-3 -2,-3 -2,-2 -1,-2 0,-2 0,-3 1,-3 2,-3
441 0 -3,-3 -2,-3 -2,-2 -1,-2 0,-2 0,-3 1,-3 2,-3
442 0 -2,-3 -2,-2 -1,-2 0,-2 0,-3 1,-3 2,-3 2,-2
443 0 -1,-3 -2,-3 -2,-2 -1,-2 0,-2 0,-3 1,-3 2,-3
444 0 -1,-3 -2,-3 -2,-2 -1,-2 0,-2 0,-3 1,-3 2,-3
445 0 -2,-3 -2,-2 -1,-2 0,-2 0,-3 1,-3 2,-3 2,-2
446 0 -2,-2 -1,-2 0,-2 0,-3 1,-3 2,-3 2,-2 1,-2
447 0 -1,-2 0,-2 0,-3 1,-3 2,-3 2,-2 1,-2 1,-1
448 0 -1,-2 0,-2 0,-3 1,-3 2,-3 2,-2 1,-2 1,-1
449 0 0,-2 0,-3 1,-3 2,-3 2,-2 1,-2 1,-1 2,-1
450 0 0,-1 0,-2 0,-3 1,-3 2,-3 2,-2 1,-2 1,-1
451 0 0,-2 0,-3 1,-3 2,-3 2,-2 1,-2 1,-1 2,-1
452 0 0,-2 0,-3 1,-3 2,-3 2,-2 1,-2 1,-1 2,-1
453 0 0,-2 0,-3 1,-3 2,-3 2,-2 1,-2 1,-1 2,-1
454 0 0,-2 0,-3 1,-3 2,-3 2,-2 1,-2 1,-1 2,-1
455 0 0,-3 1,-3 2,-3 2,-2 1,-2 1,-1 2,-1 3,-1
456 0 -1,-3 0,-3 1,-3 2,-3 2,-2 1,-2 1,-1 2,-1
457 0 0,-3 1,-3 2,-3 2,-2 1,-2 1,-1 2,-1 3,-1
458 0 1,-3 2,-3 2,-2 1,-2 1,-1 2,-1 3,-1 3,0
459 0 2,-3 2,-2 1,-2 1,-1 2,-1 3,-1 3,0 3,1
460 0 2,-2 1,-2 1,-1 2,-1 3,-1 3,0 3,1 3,2
461 0 1,-2 1,-1 2,-1 3,-1 3,0 3,1 3,2 2,2
462 0 1,-3 1,-2 1,-1 2,-1 3,-1 3,0 3,1 3,2
463 0 1,-2 1,-1 2,-1 3,-1 3,0 3,1 3,2 4,2
464 0 0,-2 1,-2 1,-1 2,-1 3,-1 3,0 3,1 3,2
465 0 0,-2 1,-2 1,-1 2,-1 3,-1 3,0 3,1 3,2
466 0 0,-2 1,-2 1,-1 2,-1 3,-1 3,0 3,1 3,2
467 0 1,-2 1,-1 2,-1 3,-1 3,0 3,1 3,2 2,2
468 0 2,-2 1,-2 1,-1 2,-1 3,-1 3,0 3,1 3,2
469 0 1,-2 1,-1 2,-1 3,-1 3,0 3,1 3,2 2,2
470 0 1,-1 2,-1 3,-1 3,0 3,1 3,2 2,2 2,1
471 0 1,-2 1,-1 2,-1 3,-1 3,0 3,1 3,2 2,2
472 0 0,-2 1,-2 1,-1 2,-1 3,-1 3,0 3,1 3,2
473 0 0,-3 0,-2 1,-2 1,-1 2,-1 3,-1 3,0 3,1
474 0 0,-2 1,-2 1,-1 2,-1 3,-1 3,0 3,1 3,2
475 0 0,-3 0,-2 1,-2 1,-1 2,-1 3,-1 3,0 3,1
476 0 1,-3 0,-3 0,-2 1,-2 1,-1 2,-1 3,-1 3,0
477 0 0,-3 0,-2 1,-2 1,-1 2,-1 3,-1 3,0 3,1
478 0 0,-2 1,-2 1,-1 2,-1 3,-1 3,0 3,1 2,1
479 0 1,-2 1,-1 2,-1 3,-1 3,0 3,1 2,1 2,0
480 0 1,-3 1,-2 1,-1 2,-1 3,-1 3,0 3,1 2,1
481 0 1,-3 1,-2 1,-1 2,-1 3,-1 3,0 3,1 2,1
482 0 1,-3 1,-2 1,-1 2,-1 3,-1 3,0 3,1 2,1
483 0 1,-3 1,-2 1,-1 2,-1 3,-1 3,0 3,1 2,1
484 0 0,-3 1,-3 1,-2 1,-1 2,-1 3,-1 3,0 3,1
485 0 0,-2 0,-3 1,-3 1,-2 1,-1 2,-1 3,-1 3,0
486 0 0,-2 0,-3 1,-3 1,-2 1,-1 2,-1 3,-1 3,0
487 0 0,-3 1,-3 1,-2 1,-1 2,-1 3,-1 3,0 4,0
488 0 0,-3 1,-3 1,-2 1,-1 2,-1 3,-1 3,0 4,0
489 0 0,-2 0,-3 1,-3 1,-2 1,-1 2,-1 3,-1 3,0
490 0 -1,-2 0,-2 0,-3 1,-3 1,-2 1,-1 2,-1 3,-1
491 0 0,-2 0,-3 1,-3 1,-2 1,-1 2,-1 3,-1 3,0
492 0 0,-3 1,-3 1,-2 1,-1 2,-1 3,-1 3,0 3,1
493 0 0,-4 0,-3 1,-3 1,-2 1,-1 2,-1 3,-1 3,0
494 0 0,-5 0,-4 0,-3 1,-3 1,-2 1,-1 2,-1 3,-1
495 0 0,-4 0,-3 1,-3 1,-2 1,-1 2,-1 3,-1 4,-1
496 0 0,-5 0,-4 0,-3 1,-3 1,-2 1,-1 2,-1 3,-1
497 0 0,-4 0,-3 1,-3 1,-2 1,-1 2,-1 3,-1 3,0
498 0 0,-3 1,-3 1,-2 1,-1 2,-1 3,-1 3,0 3,1
499 0 0,-2 0,-3 1,-3 1,-2 1,-1 2,-1 3,-1 3,0
500 0 0,-3 1,-3 1,-2 1,-1 2,-1 3,-1 3,0 3,1
501 0 1,-3 1,-2 1,-1 2,-1 3,-1 3,0 3,1 4,1
502 0 1,-3 1,-2 1,-1 2,-1 3,-1 3,0 3,1 4,1
503 0 1,-3 1,-2 1,-1 2,-1 3,-1 3,0 3,1 4,1
504 0 1,-4 1,-3 1,-2 1,-1 2,-1 3,-1 3,0 3,1
505 0 1,-3 1,-2 1,-1 2,-1 3,-1 3,0 3,1 3,2
506 0 0,-3 1,-3 1,-2 1,-1 2,-1 3,-1 3,0 3,1
507 0 1,-3 1,-2 1,-1 2,-1 3,-1 3,0 3,1 3,2
508 0 2,-3 1,-3 1,-2 1,-1 2,-1 3,-1 3,0 3,1
509 0 1,-3 1,-2 1,-1 2,-1 3,-1 3,0 3,1 2,1
510 0 1,-2 1,-1 2,-1 3,-1 3,0 3,1 2,1 1,1
511 0 1,-1 2,-1 3,-1 3,0 3,1 2,1 1,1 1,2
512 0 1,0 1,-1 2,-1 3,-1 3,0 3,1 2,1 1,1
513 0 1,0 1,-1 2,-1 3,-1 3,0 3,1 2,1 1,1
514 0 1,-1 2,-1 3,-1 3,0 3,1 2,1 1,1 0,1
515 0 2,-1 3,-1 3,0 3,1 2,1 1,1 0,1 0,2
516 0 2,-2 2,-1 3,-1 3,0 3,1 2,1 1,1 0,1
517 0 2,-1 3,-1 3,0 3,1 2,1 1,1 0,1 -1,1
518 0 1,-1 2,-1 3,-1 3,0 3,1 2,1 1,1 0,1
519 0 2,-1 3,-1 3,0 3,1 2,1 1,1 0,1 0,2
520 0 3,-1 3,0 3,1 2,1 1,1 0,1 0,2 0,3
521 0 3,0 3,1 2,1 1,1 0,1 0,2 0,3 -1,3
522 0 4,0 3,0 3,1 2,1 1,1 0,1 0,2 0,3
523 0 3,0 3,1 2,1 1,1 0,1 0,2 0,3 0,4
524 0 4,0 3,0 3,1 2,1 1,1 0,1 0,2 0,3
525 0 3,0 3,1 2,1 1,1 0,1 0,2 0,3 -1,3
526 0 3,0 3,1 2,1 1,1 0,1 0,2 0,3 -1,3
527 0 4,0 3,0 3,1 2,1 1,1 0,1 0,2 0,3
528 0 5,0 4,0 3,0 3,1 2,1 1,1 0,1 0,2
529 0 5,0 4,0 3,0 3,1 2,1 1,1 0,1 0,2
530 0 4,0 3,0 3,1 2,1 1,1 0,1 0,2 -1,2
531 0 3,0 3,1 2,1 1,1 0,1 0,2 -1,2 -1,3
532 0 3,-1 3,0 3,1 2,1 1,1 0,1 0,2 -1,2
533 0 3,-1 3,0 3,1 2,1 1,1 0,1 0,2 -1,2
534 0 4,-1 3,-1 3,0 3,1 2,1 1,1 0,1 0,2
535 0 3,-1 3,0 3,1 2,1 1,1 0,1 0,2 -1,2
536 0 3,-1 3,0 3,1 2,1 1,1 0,1 0,2 -1,2
537 0 4,-1 3,-1 3,0 3,1 2,1 1,1 0,1 0,2
538 0 3,-1 3,0 3,1 2,1 1,1 0,1 0,2 -1,2
539 0 4,-1 3,-1 3,0 3,1 2,1 1,1 0,1 0,2
540 0 3,-1 3,0 3,1 2,1 1,1 0,1 0,2 -1,2
541 0 3,-1 3,0 3,1 2,1 1,1 0,1 0,2 -1,2
542 0 3,-2 3,-1 3,0 3,1 2,1 1,1 0,1 0,2
543 0 4,-2 3,-2 3,-1 3,0 3,1 2,1 1,1 0,1
544 0 5,-2 4,-2 3,-2 3,-1 3,0 3,1 2,1 1,1
545 0 4,-2 3,-2 3,-1 3,0 3,1 2,1 1,1 1,2
546 0 4,-1 4,-2 3,-2 3,-1 3,0 3,1 2,1 1,1
547 0 4,-2 3,-2 3,-1 3,0 3,1 2,1 1,1 1,2
548 0 4,-3 4,-2 3,-2 3,-1 3,0 3,1 2,1 1,1
549 0 4,-3 4,-2 3,-2 3,-1 3,0 3,1 2,1 1,1
550 0 3,-3 4,-3 4,-2 3,-2 3,-1 3,0 3,1 2,1
551 0 3,-3 4,-3 4,-2 3,-2 3,-1 3,0 3,1 2,1
552 0 4,-3 4,-2 3,-2 3,-1 3,0 3,1 2,1 1,1
553 0 4,-3 4,-2 3,-2 3,-1 3,0 3,1 2,1 1,1
554 0 4,-3 4,-2 3,-2 3,-1 3,0 3,1 2,1 1,1
555 0 3,-3 4,-3 4,-2 3,-2 3,-1 3,0 3,1 2,1
556 0 3,-3 4,-3 4,-2 3,-2 3,-1 3,0 3,1 2,1
557 0 2,-3 3,-3 4,-3 4,-2 3,-2 3,-1 3,0 3,1
558 0 3,-3 4,-3 4,-2 3,-2 3,-1 3,0 3,1 3,2
559 0 3,-3 4,-3 4,-2 3,-2 3,-1 3,0 3,1 3,2
560 0 2,-3 3,-3 4,-3 4,-2 3,-2 3,-1 3,0 3,1
561 0 3,-3 4,-3 4,-2 3,-2 3,-1 3,0 3,1 2,1
562 0 3,-3 4,-3 4,-2 3,-2 3,-1 3,0 3,1 2,1
563 0 3,-4 3,-3 4,-3 4,-2 3,-2 3,-1 3,0 3,1
564 0 3,-4 3,-3 4,-3 4,-2 3,-2 3,-1 3,0 3,1
565 0 3,-3 4,-3 4,-2 3,-2 3,-1 3,0 3,1 4,1
566 0 4,-3 4,-2 3,-2 3,-1 3,0 3,1 4,1 5,1
567 0 5,-3 4,-3 4,-2 3,-2 3,-1 3,0 3,1 4,1
568 0 4,-3 4,-2 3,-2 3,-1 3,0 3,1 4,1 4,2
569 0 4,-2 3,-2 3,-1 3,0 3,1 4,1 4,2 3,2
570 0 4,-2 3,-2 3,-1 3,0 3,1 4,1 4,2 3,2
571 0 3,-2 3,-1 3,0 3,1 4,1 4,2 3,2 3,3
572 0 4,-2 3,-2 3,-1 3,0 3,1 4,1 4,2 3,2
573 0 4,-3 4,-2 3,-2 3,-1 3,0 3,1 4,1 4,2
574 0 4,-2 3,-2 3,-1 3,0 3,1 4,1 4,2 5,2
575 0 4,-3 4,-2 3,-2 3,-1 3,0 3,1 4,1 4,2
576 0 5,-3 4,-3 4,-2 3,-2 3,-1 3,0 3,1 4,1
577 0 4,-3 4,-2 3,-2 3,-1 3,0 3,1 4,1 5,1
578 0 4,-3 4,-2 3,-2 3,-1 3,0 3,1 4,1 5,1
579 0 4,-3 4,-2 3,-2 3,-1 3,0 3,1 4,1 5,1
580 0 4,-3 4,-2 3,-2 3,-1 3,0 3,1 4,1 5,1
581 0 4,-2 3,-2 3,-1 3,0 3,1 4,1 5,1 5,2
582 0 5,-2 4,-2 3,-2 3,-1 3,0 3,1 4,1 5,1
583 0 6,-2 5,-2 4,-2 3,-2 3,-1 3,0 3,1 4,1
584 0 5,-2 4,-2 3,-2 3,-1 3,0 3,1 4,1 5,1
585 0 5,-1 5,-2 4,-2 3,-2 3,-1 3,0 3,1 4,1
586 0 5,0 5,-1 5,-2 4,-2 3,-2 3,-1 3,0 3,1
587 0 5,0 5,-1 5,-2 4,-2 3,-2 3,-1 3,0 3,1
588 0 5,0 5,-1 5,-2 4,-2 3,-2 3,-1 3,0 3,1
589 0 5,-1 5,-2 4,-2 3,-2 3,-1 3,0 3,1 3,2
590 0 5,-2 4,-2 3,-2 3,-1 3,0 3,1 3,2 2,2
591 0 6,-2 5,-2 4,-2 3,-2 3,-1 3,0 3,1 3,2
592 0 6,-3 6,-2 5,-2 4,-2 3,-2 3,-1 3,0 3,1
593 0 5,-3 6,-3 6,-2 5,-2 4,-2 3,-2 3,-1 3,0
594 0 6,-3 6,-2 5,-2 4,-2 3,-2 3,-1 3,0 3,1
595 0 6,-4 6,-3 6,-2 5,-2 4,-2 3,-2 3,-1 3,0
596 0 6,-5 6,-4 6,-3 6,-2 5,-2 4,-2 3,-2 3,-1
597 0 6,-4 6,-3 6,-2 5,-2 4,-2 3,-2 3,-1 4,-1
598 0 6,-4 6,-3 6,-2 5,-2 4,-2 3,-2 3,-1 4,-1
599 0 6,-4 6,-3 6,-2 5,-2 4,-2 3,-2 3,-1 4,-1
600 0 6,-4 6,-3 6,-2 5,-2 4,-2 3,-2 3,-1 4,-1
601 0 6,-3 6,-2 5,-2 4,-2 3,-2 3,-1 4,-1 5,-1
602 0 6,-3 6,-2 5,-2 4,-2 3,-2 3,-1 4,-1 5,-1
603 0 6,-2 5,-2 4,-2 3,-2 3,-1 4,-1 5,-1 5,0
604 0 5,-2 4,-2 3,-2 3,-1 4,-1 5,-1 5,0 5,1
605 0 5,-2 4,-2 3,-2 3,-1 4,-1 5,-1 5,0 5,1
606 0 5,-2 4,-2 3,-2 3,-1 4,-1 5,-1 5,0 5,1
607 0 4,-2 3,-2 3,-1 4,-1 5,-1 5,0 5,1 5,2
608 0 5,-2 4,-2 3,-2 3,-1 4,-1 5,-1 5,0 5,1
609 0 6,-2 5,-2 4,-2 3,-2 3,-1 4,-1 5,-1 5,0
610 0 7,-2 6,-2 5,-2 4,-2 3,-2 3,-1 4,-1 5,-1
611 0 7,-3 7,-2 6,-2 5,-2 4,-2 3,-2 3,-1 4,-1
612 0 6,-3 7,-3 7,-2 6,-2 5,-2 4,-2 3,-2 3,-1
613 0 5,-3 6,-3 7,-3 7,-2 6,-2 5,-2 4,-2 3,-2
614 0 6,-3 7,-3 7,-2 6,-2 5,-2 4,-2 3,-2 3,-1
615 0 6,-3 7,-3 7,-2 6,-2 5,-2 4,-2 3,-2 3,-1
616 0 7,-3 7,-2 6,-2 5,-2 4,-2 3,-2 3,-1 2,-1
617 0 7,-4 7,-3 7,-2 6,-2 5,-2 4,-2 3,-2 3,-1
618 0 7,-5 7,-4 7,-3 7,-2 6,-2 5,-2 4,-2 3,-2
619 0 7,-4 7,-3 7,-2 6,-2 5,-2 4,-2 3,-2 2,-2
620 0 7,-3 7,-2 6,-2 5,-2 4,-2 3,-2 2,-2 2,-3
621 0 7,-3 7,-2 6,-2 5,-2 4,-2 3,-2 2,-2 2,-3
622 0 7,-2 6,-2 5,-2 4,-2 3,-2 2,-2 2,-3 2,-4
623 0 7,-1 7,-2 6,-2 5,-2 4,-2 3,-2 2,-2 2,-3
624 0 7,-2 6,-2 5,-2 4,-2 3,-2 2,-2 2,-3 3,-3
625 0 7,-2 6,-2 5,-2 4,-2 3,-2 2,-2 2,-3 3,-3
626 0 6,-2 5,-2 4,-2 3,-2 2,-2 2,-3 3,-3 3,-4
627 0 6,-2 5,-2 4,-2 3,-2 2,-2 2,-3 3,-3 3,-4
628 0 7,-2 6,-2 5,-2 4,-2 3,-2 2,-2 2,-3 3,-3
629 0 7,-2 6,-2 5,-2 4,-2 3,-2 2,-2 2,-3 3,-3
630 0 7,-1 7,-2 6,-2 5,-2 4,-2 3,-2 2,-2 2,-3
631 0 7,0 7,-1 7,-2 6,-2 5,-2 4,-2 3,-2 2,-2
632 0 7,0 7,-1 7,-2 6,-2 5,-2 4,-2 3,-2 2,-2
633 0 8,0 7,0 7,-1 7,-2 6,-2 5,-2 4,-2 3,-2
634 0 7,0 7,-1 7,-2 6,-2 5,-2 4,-2 3,-2 3,-3
635 0 7,1 7,0 7,-1 7,-2 6,-2 5,-2 4,-2 3,-2
636 0 7,1 7,0 7,-1 7,-2 6,-2 5,-2 4,-2 3,-2
637 0 8,1 7,1 7,0 7,-1 7,-2 6,-2 5,-2 4,-2
638 0 8,1 7,1 7,0 7,-1 7,-2 6,-2 5,-2 4,-2
639 0 8,0 8,1 7,1 7,0 7,-1 7,-2 6,-2 5,-2
640 0 8,1 7,1 7,0 7,-1 7,-2 6,-2 5,-2 5,-3
641 0 9,1 8,1 7,1 7,0 7,-1 7,-2 6,-2 5,-2
642 0 9,0 9,1 8,1 7,1 7,0 7,-1 7,-2 6,-2
643 0 10,0 9,0 9,1 8,1 7,1 7,0 7,-1 7,-2
644 0 10,-1 10,0 9,0 9,1 8,1 7,1 7,0 7,-1
645 0 10,0 9,0 9,1 8,1 7,1 7,0 7,-1 7,-2
646 0 10,-1 10,0 9,0 9,1 8,1 7,1 7,0 7,-1
647 0 10,0 9,0 9,1 8,1 7,1 7,0 7,-1 6,-1
648 0 10,0 9,0 9,1 8,1 7,1 7,0 7,-1 6,-1
649 0 10,0 9,0 9,1 8,1 7,1 7,0 7,-1 6,-1
650 0 10,-1 10,0 9,0 9,1 8,1 7,1 7,0 7,-1
651 0 11,-1 10,-1 10,0 9,0 9,1 8,1 7,1 7,0
652 0 11,-1 10,-1 10,0 9,0 9,1 8,1 7,1 7,0
653 0 11,0 11,-1 10,-1 10,0 9,0 9,1 8,1 7,1
654 0 11,1 11,0 11,-1 10,-1 10,0 9,0 9,1 8,1
655 0 11,0 11,-1 10,-1 10,0 9,0 9,1 8,1 8,0
656 0 11,-1 10,-1 10,0 9,0 9,1 8,1 8,0 8,-1
657 0 10,-1 10,0 9,0 9,1 8,1 8,0 8,-1 7,-1
658 0 10,-1 10,0 9,0 9,1 8,1 8,0 8,-1 7,-1
659 0 10,0 9,0 9,1 8,1 8,0 8,-1 7,-1 7,0
660 0 9,0 9,1 8,1 8,0 8,-1 7,-1 7,0 6,0
661 0 9,0 9,1 8,1 8,0 8,-1 7,-1 7,0 6,0
662 0 9,0 9,1 8,1 8,0 8,-1 7,-1 7,0 6,0
663 0 9,0 9,1 8,1 8,0 8,-1 7,-1 7,0 6,0
664 0 9,0 9,1 8,1 8,0 8,-1 7,-1 7,0 6,0
665 0 9,1 8,1 8,0 8,-1 7,-1 7,0 6,0 5,0
666 0 8,1 8,0 8,-1 7,-1 7,0 6,0 5,0 5,-1
667 0 8,2 8,1 8,0 8,-1 7,-1 7,0 6,0 5,0
668 0 8,1 8,0 8,-1 7,-1 7,0 6,0 5,0 4,0
669 0 9,1 8,1 8,0 8,-1 7,-1 7,0 6,0 5,0
670 0 10,1 9,1 8,1 8,0 8,-1 7,-1 7,0 6,0
